kepid,tce_plnt_num,tce_period,tce_time0bk,tce_duration,tce_depth,tce_prad,tce_model_snr,tce_max_mult_ev,tce_num_transits,tce_impact,tce_steff,tce_sradius,av_training_set,av_pred_class
7816992,2,0.569969,131.631,1.449,23.05,0.6982,13.52,8.618,2349,0.1,6961.00,1.435,"AFP","AFP"
7837733,1,3.0872,132.912,2.592,86.69,1.285,10.75,10.73,429,0.9059,6418.00,1.171,"AFP","AFP"
7837767,1,394.39,514.53,14.29,396.9,2.259,4.24,8.714,3,0.08515,6286.00,1.132,"UNK","NTP"
7838213,1,1.73531,132.92,6.144,77.47,0.9352,13.52,12.7,780,0.4757,5729.00,1.045,"NTP","NTP"
7838214,1,1.7353,132.905,5.688,53.22,0.9097,10.21,10.31,779,0.5002,6528.00,1.207,"AFP","AFP"
7849879,1,1.69809,132.47,3.69,28.6,1.79,6.565,8.137,786,0.8994,6397.00,2.863,"UNK","NTP"
7866921,1,91.5001,182.769,19.57,6.589e+04,22.14,1268,1385,13,0.7366,5269.00,0.781,"AFP","AFP"
7866921,2,91.5002,217.659,15.77,3.816e+04,15.63,782.9,949.6,16,0.5335,5269.00,0.781,"AFP","AFP"
7889617,1,1.89816,132.087,4.749,57.58,1.063,11.6,10.87,706,0.2997,6823.00,1.377,"NTP","NTP"
7890526,1,1.76959,133.265,3.471,39.02,1.185,9.668,11.51,759,0.1268,7281.00,1.87,"UNK","NTP"
7890526,2,0.588517,131.766,1.87,18.98,0.9455,7.16,11.6,1779,0.9019,7281.00,1.87,"UNK","NTP"
7914906,1,8.75292,138.725,3.408,4.168e+04,91.23,561.3,558.9,152,0.9993,7279.00,2.624,"AFP","AFP"
7914906,2,8.75284,138.484,5.504,488.8,6.022,8.419,9.69,150,0.4995,7279.00,2.624,"AFP","AFP"
7914906,3,1.16422,131.567,3.675,76.42,2.429,5.032,9.775,1061,0.6377,7279.00,2.624,"UNK","NTP"
7914906,4,1.74617,131.664,6,112.5,2.821,-1,10.4,0,0.1,7279.00,2.624,"UNK","NTP"
7948108,1,2.59078,131.626,5.475,12.72,0.5813,7.73,8.342,520,0.8959,6429.00,1.4,"AFP","AFP"
7948108,2,2.59073,132.499,7.423,8.388,0.4694,6.495,9.346,521,0.8886,6429.00,1.4,"AFP","AFP"
7948108,3,2.59091,133.33,7.693,15.25,0.5645,12.09,9.803,523,0.4997,6429.00,1.4,"AFP","AFP"
7948779,1,459.23,260.384,3.549,2228,4.887,8.97,11.37,3,0.7394,6029.00,0.956,"NTP","NTP"
7974032,1,0.918195,131.56,1.771,727.1,9.843,16.55,16.12,1454,0.998,7237.00,1.994,"UNK","NTP"
7974032,2,0.504734,131.67,1.496,154.4,2.875,5.022,13.48,2125,0.9001,7237.00,1.994,"AFP","AFP"
7974032,3,0.504736,132.014,1.5,121.6,2.235,-1,11.81,2136,0.1,7237.00,1.994,"AFP","AFP"
7974626,1,459.363,260.144,4.384,1004,3.361,6.309,8.717,3,0.4881,6277.00,1.031,"NTP","NTP"
7974634,1,2.74803,132.35,8.472,39.12,0.7923,11.07,13.38,484,0.3414,6443.00,1.248,"AFP","AFP"
7988962,1,0.604527,131.89,1.62,70.19,0.856,6.973,8.438,1875,0.04985,6126.00,1.021,"AFP","AFP"
7988962,2,0.604482,131.644,1.877,80.55,1.075,10.3,9.7,1880,0.8944,6126.00,1.021,"AFP","AFP"
7988994,1,5.06293,131.671,2.309,70.8,2.13,21.35,19.94,261,0.09385,8959.00,2.481,"AFP","AFP"
8019250,2,2.46993,133.612,4.361,14.34,1.63,9.015,9.418,540,0.9566,7985.00,3.474,"AFP","AFP"
8022144,1,0.620453,131.543,2.899,24.59,0.8704,14.3,10.1,2164,0.009146,8081.00,1.731,"UNK","NTP"
8022144,2,0.754884,132.063,1.722,35.91,1.206,11.09,9.517,879,0.9021,8081.00,1.731,"UNK","NTP"
8022244,1,11.9035,142.631,4.325,629.1,2.674,41.89,40.27,109,0.6877,6063.00,1.001,"PC","PC"
8042057,2,0.970553,131.712,4.248,13.07,0.7298,9.318,8.508,1122,0.6483,7227.00,1.904,"AFP","AFP"
8042057,3,0.970634,132.136,3.815,13.46,0.7077,10.66,8.97,1117,0.1009,7227.00,1.904,"AFP","AFP"
8042453,1,11.174,134.705,3.188,325.9,1.642,18.9,17.91,123,0.1026,5911.00,0.914,"PC","PC"
8056665,2,207.587,289.861,7.779,490.5,4.905,45.71,46.21,6,0.9302,6700.00,1.847,"PC","PC"
8056665,3,0.960842,131.984,2.516,12.04,0.6467,12.75,9.318,1359,0.1,6700.00,1.847,"NTP","NTP"
8056861,1,0.796115,132.051,2.735,33.04,1.21,3.054,13.27,1682,0.8999,9453.00,1.831,"NTP","NTP"
8095099,1,2.10324,132.866,3.5,3.223e+05,37.8,-1,1.541e+04,0,0.1,6074.00,0.965,"AFP","AFP"
8095110,1,2.10324,132.866,5.705,2.71e+04,22.8,3314,5279,642,1,5547.00,0.788,"AFP","AFP"
8095321,1,3.15318,133.571,7.844,37.58,0.8522,12.27,12.77,428,0.1251,6711.00,1.378,"AFP","AFP"
8095321,2,3.15347,134.107,6.25,37.76,0.853,12.9,11.25,428,0.004701,6711.00,1.378,"AFP","AFP"
8112039,1,20.9022,143.359,12.46,33.98,1.248,9.365,26.13,66,0.2862,8308.00,2.103,"UNK","NTP"
8112039,2,10.452,135.777,14.62,20.14,1.001,7.913,18.61,131,0.6553,8308.00,2.103,"UNK","NTP"
8112515,1,368.019,169.805,10.49,243.3,556.1,15.59,9.926,3,1,3291.00,150.6,"NTP","NTP"
8112584,1,0.783298,131.997,4.581,4.946,0.3257,2.277,9,1716,0.6252,6510.00,1.391,"UNK","NTP"
8125652,4,0.795926,132.16,0.907,34.55,3.006,6.792,7.97,933,1,6292.00,2.45,"NTP","NTP"
8126371,1,2.95234,133.001,10.38,50.55,0.9554,12.04,11.38,456,0.4886,6410.00,1.304,"NTP","NTP"
8126422,1,0.573533,131.958,2.185,7.387,0.5443,9.078,8.034,2330,0.2953,7535.00,1.955,"UNK","NTP"
8126422,2,2.23386,133.035,5.654,12.63,0.7542,7.807,8.267,547,0.7519,7535.00,1.955,"UNK","NTP"
8158324,1,593.202,333.72,14.16,293.8,1.867,6.989,7.245,3,0.656,6103.00,1.03,"UNK","NTP"
8158429,1,31.7078,138.256,6.575,542.4,2.188,15.94,16.08,45,0.7283,5861.00,0.872,"PC","PC"
8160953,1,116.331,173.684,7.191,1799,3.467,38,35.32,12,0.1144,5354.00,0.835,"PC","PC"
8161561,1,3.27582,134.22,2.969,275.4,2.124,59.52,53.69,408,0.02474,6449.00,1.273,"PC","PC"
7778838,2,1.17531,132.124,3.215,18.28,1.449,12.97,11.41,992,0.9372,11076.00,2.896,"UNK","NTP"
7778838,3,5.87667,136.255,2.891,22.39,1.543,8.226,7.22,227,0.8698,11076.00,2.896,"NTP","NTP"
7778980,1,0.622939,131.684,1.014,490.1,8.372,14.72,13.61,2141,0.3853,7700.00,3.67,"AFP","AFP"
7818762,1,716.225,158.564,4.908,236,131.6,6.988,8.853,3,0.1674,3607.00,92.4,"UNK","NTP"
7819024,1,0.54546,131.932,2.006,79.49,1.65,12.52,12.03,2451,0.08966,7758.00,1.832,"AFP","AFP"
7819024,2,0.545565,131.734,2.071,84.83,1.705,6.922,13.53,944,0.09481,7758.00,1.832,"AFP","AFP"
7819024,3,0.79616,131.62,3,347.3,3.447,-1,10.21,934,0.1,7758.00,1.832,"UNK","NTP"
7838214,2,1.73534,131.925,5.247,40.55,0.8907,10.21,9.682,774,0.8911,6528.00,1.207,"AFP","AFP"
7838639,1,2.1132,132.331,3.371,5.556e+04,47.63,6018,9090,631,0.8939,6215.00,1.463,"UNK","AFP"
7838655,1,2.1132,132.331,2.794,4894,11.28,268.2,273.8,534,1,5482.00,0.858,"AFP","AFP"
7838675,1,1.00522,132.446,1.655,86.19,0.9561,14.67,13.99,1329,0.9,5717.00,0.864,"PC","PC"
7867348,1,12.644,135.876,10.17,602.5,4.734,10.11,9.744,110,0.9663,6616.00,1.511,"AFP","AFP"
7867348,2,0.972565,131.942,3.389,73.09,1.507,3.941,8.987,1274,0.9,6616.00,1.511,"NTP","NTP"
7867348,3,4.21461,131.961,7.343,1096,9.076,14.44,14.78,112,0.9972,6616.00,1.511,"UNK","NTP"
7867348,4,12.6427,139.446,7.5,100.1,1.522,-1,16.74,107,0.1,6616.00,1.511,"AFP","AFP"
7868889,1,355.195,330.893,16.49,2868,855.1,41.55,60.7,4,0.9607,3834.00,104.3,"NTP","NTP"
7891294,1,3.07709,133.502,3.086,33.24,0.605,9.07,8.894,211,0.3617,6319.00,1.032,"PC","PC"
7897915,1,9.52322,135.726,14.87,144.2,1.445,18.81,24.78,145,0.3,6419.00,1.188,"NTP","NTP"
7898352,1,127.282,163.89,7.225,8232,12.21,124.9,120,11,0.8357,5733.00,1.183,"PC","PC"
7898352,2,30.1837,146.649,5.967,963,3.675,30.52,30.23,41,0.335,5733.00,1.183,"PC","PC"
7915386,1,1.24599,132.672,4.235,85.3,1.899,23.13,16.34,1076,0.7,7748.00,1.918,"UNK","NTP"
7915386,2,0.622959,131.759,2.701,22.86,0.9316,6.917,10.29,2145,0.1,7748.00,1.918,"UNK","NTP"
7915458,1,0.925873,131.67,2.048,6.289,0.6128,1.523,8.413,1445,0.7904,7554.00,2.223,"AFP","AFP"
7915458,2,0.926038,131.639,6.865,0.6987,0.1885,0.1496,10.04,1446,0.05805,7554.00,2.223,"AFP","AFP"
7948784,1,10.0875,135.135,2.646,553.2,2.678,35.97,33.97,129,0.006365,6343.00,1.137,"PC","PC"
7949593,1,17.7674,146.627,4.868,150.6,1.477,10.61,10.23,74,0.8676,6018.00,1.048,"PC","PC"
7950644,1,10.291,137.022,4.325,9682,9.814,1183,1212,128,0.3869,6190.00,0.98,"PC","PC"
7974634,2,2.74739,133.851,7.553,33.87,0.7972,11.11,12.13,496,0.7831,6443.00,1.248,"AFP","AFP"
7974634,3,2.74851,132.71,7.323,48.79,0.9068,11.16,9.143,435,0.5618,6443.00,1.248,"AFP","AFP"
7974853,1,7.09092,138.269,16.33,26.28,1.238,13.83,12.16,192,0.08283,7906.00,2.386,"AFP","AFP"
7988994,2,5.0629,135.021,2.114,60.79,1.976,18.17,16.6,264,0.1363,8959.00,2.481,"AFP","AFP"
7988994,3,5.06296,133.186,2.695,39.43,1.67,12.94,12.08,272,0.6898,8959.00,2.481,"AFP","AFP"
7988994,4,5.06293,132.75,1.868,48.26,1.991,13.95,12.29,269,0.8998,8959.00,2.481,"AFP","AFP"
7988994,5,5.06291,132.329,1.887,47.13,1.831,13.71,11.69,267,0.7004,8959.00,2.481,"AFP","AFP"
8022244,2,34.035,134.431,6.804,717,2.901,35.09,34.87,40,0.7411,6063.00,1.001,"PC","PC"
8022489,1,197.511,272.387,11.2,2601,9.669,124.5,128.5,7,0.8314,5616.00,1.674,"PC","PC"
8022489,2,2.53572,133.018,3.834,68.7,1.504,22.19,21.22,524,0.7424,5616.00,1.674,"PC","PC"
8042644,1,1.48062,131.518,2.842,61.55,0.7485,9.686,8.289,913,0.3832,6187.00,0.937,"UNK","AFP"
8042789,1,4.61834,135.847,2.58,1000,2.762,60.17,55.88,288,0.7045,5432.00,0.816,"AFP","AFP"
8042789,2,4.61834,133.546,2.868,297.2,1.411,19.35,19.38,278,0.403,5432.00,0.816,"AFP","AFP"
8042835,1,0.795705,131.909,2.419,9.896,0.4489,5.159,7.393,1681,0.9153,6757.00,1.211,"UNK","NTP"
8057693,1,0.965817,131.654,1.145,25.24,1.039,10.72,7.726,1375,0.9947,6792.00,1.411,"UNK","NTP"
8058082,1,5.178,136.643,6.052,67.27,2.378,9.496,9.583,260,0.9749,6032.00,2.202,"AFP","AFP"
8058082,2,2.59124,131.668,8.791,50.16,1.558,10.76,10.14,521,0.002674,6032.00,2.202,"UNK","NTP"
8058082,3,5.17908,135.607,12.59,53.88,1.623,9.281,8.547,257,0.2201,6032.00,2.202,"AFP","AFP"
8095441,1,11.8745,140.214,2.121,235,1.553,22.26,19.26,116,0.8515,5523.00,0.88,"PC","PC"
8096395,1,366.088,165.421,11.03,494.6,2.304,21.21,21.69,3,0.7762,5941.00,0.945,"UNK","PC"
8096395,2,492.95,605.109,9.328,99.31,1.066,4.796,8.973,3,0.8438,5941.00,0.945,"UNK","NTP"
8097825,1,1.46843,132.165,4.5,3.459e+04,17.64,-1,8395,923,0.1,5539.00,0.959,"UNK","AFP"
8112584,2,0.523206,131.792,1.489,44.06,1.08,18.01,9.235,825,0.9,6510.00,1.391,"UNK","NTP"
8113154,1,2.58685,133.817,4.839,195.2,1.653,2.804,34.5,520,0.1,6812.00,1.172,"AFP","AFP"
8113154,2,5.43857,136.178,8.086,1546,5.409,12.86,12.77,217,0.9092,6812.00,1.172,"UNK","NTP"
8113154,3,3.10778,133.798,11.03,988.3,3.945,10.77,12.72,348,0.6991,6812.00,1.172,"UNK","NTP"
8126486,1,3.79489,131.981,12.78,55.14,0.7853,9.527,9.301,358,0.2624,6463.00,1.045,"AFP","AFP"
8126486,2,3.79514,133.772,12.9,89.22,1.056,15.69,12.66,361,0.6997,6463.00,1.045,"AFP","AFP"
8126558,1,12.1914,136.335,1.819,714.1,2.548,19.77,18.36,110,0.02573,5516.00,0.967,"PC","PC"
8161715,1,3.30449,134.738,5.875,25.04,0.5042,9.694,9.353,413,0.9,5959.00,0.856,"UNK","NTP"
8161715,2,2.20319,133.547,9.989,16.92,0.3748,9.189,8.732,409,0.6863,5959.00,0.856,"AFP","NTP"
8161808,1,0.734329,132.013,4.705,36.85,0.5516,10.3,7.396,1555,0.06727,5771.00,0.919,"NTP","NTP"
7778980,2,0.622945,132.048,1.497,153,4.594,5.71,14.52,2153,0.1,7700.00,3.67,"AFP","AFP"
7778980,3,0.62294,131.933,1.5,143,4.44,4.731,13.14,2143,0.1,7700.00,3.67,"AFP","AFP"
7779077,1,16.8419,137.993,2.559,866.8,2.93,37.63,34.4,78,0.1174,5602.00,1.009,"PC","PC"
7779411,1,0.934611,131.959,2.761,20.04,0.7802,10.76,13.32,1433,0.3183,6609.00,1.714,"AFP","AFP"
7819833,1,0.55044,131.975,1.944,4.791,0.381,2.404,9.3,2435,0.09991,7241.00,1.715,"AFP","AFP"
7819833,2,0.550448,131.701,2.143,6.652,0.4484,3.858,10.08,2435,0.02383,7241.00,1.715,"AFP","AFP"
7820985,1,0.742525,132.18,2.465,25.67,0.7559,11.62,10.77,1804,0.5038,6795.00,1.44,"NTP","NTP"
7838889,1,0.520415,131.627,0.8467,174.8,4.574,17.39,13.68,2561,0.8372,8493.00,3.061,"AFP","AFP"
7838889,2,0.520413,132,0.761,213.9,4.864,21.09,13.4,2573,0.7005,8493.00,3.061,"AFP","AFP"
7838906,1,5.61491,132.841,3.862,4330,465.5,433.8,434.7,235,1,4289.00,35.7,"AFP","AFP"
7868899,1,5.13134,134.239,15.24,48.11,0.675,10.06,10.56,272,0.007164,5758.00,0.985,"AFP","AFP"
7868899,2,5.1311,131.784,15.33,54.54,0.7451,12.83,12.2,266,0.5211,5758.00,0.985,"AFP","AFP"
7868967,1,12.9489,142.445,2.026,400.3,1.04,7.078,7.191,99,0.08717,3867.00,0.525,"UNK","PC"
7898445,1,1.06897,131.918,3.433,19.13,0.734,7.471,9.95,1258,0.6706,6853.00,1.577,"UNK","NTP"
7898445,2,0.712734,131.705,1.497,30.56,1.025,9.541,8.155,1137,0.9104,6853.00,1.577,"UNK","NTP"
7898576,1,4.32303,135.42,8.244,1.903e+05,83.03,2042,4265,21,0.9986,6446.00,1.125,"AFP","AFP"
7915515,1,0.595253,132.017,1.535,2.736,0.3266,1.796,7.395,2244,0.6992,7025.00,1.839,"NTP","NTP"
7915824,1,0.730037,131.904,2.002,155.7,1.129,14.57,8.901,1836,0.2866,6230.00,0.892,"UNK","NTP"
7916058,1,7.10982,133.355,12.38,133.1,1.081,10.47,11.28,190,0.8604,5658.00,0.815,"PC","AFP"
7916872,1,2.29763,133.308,3.509,25.09,1.562,9.147,10.1,587,0.9815,7068.00,2.365,"AFP","AFP"
7950775,1,8.96661,138.575,4.022,6.173e+04,53.76,4248,6331,149,0.9877,6481.00,1.301,"AFP","AFP"
7950775,2,8.96661,132.908,4.289,2.676e+04,36.75,2262,2720,151,1,6481.00,1.301,"AFP","AFP"
7950994,1,0.827015,132.108,4.759,12.01,0.5872,13.13,11.33,1626,0.6622,6316.00,1.597,"UNK","NTP"
7951015,1,0.675779,131.842,1.42,18.62,0.8145,9.521,9.485,1980,0.3361,7219.00,1.839,"UNK","NTP"
7974853,2,7.09039,135.85,15.55,28.37,1.475,16.92,13.46,194,0.9,7906.00,2.386,"AFP","AFP"
7974853,3,7.0904,134.071,15.25,20.91,1.266,14.89,13.1,197,0.9004,7906.00,2.386,"AFP","AFP"
7974877,1,0.979006,132.392,3.156,18.98,0.638,9.721,9.632,1365,0.6947,6672.00,1.369,"NTP","NTP"
7975727,1,22.4183,150.379,5.356,1.216e+04,10.05,854.3,877.1,57,0.8036,5324.00,0.813,"AFP","AFP"
7988994,6,5.06285,136.461,2.236,39.75,1.804,12.32,11.66,259,0.8983,8959.00,2.481,"AFP","AFP"
7988994,7,2.53144,131.934,5.547,20.18,1.148,12.23,11.64,528,0.3646,8959.00,2.481,"NTP","NTP"
7989079,1,0.629563,131.606,1.851,13.58,0.785,6.545,8.464,2123,0.8512,7748.00,1.884,"AFP","AFP"
7989079,2,0.62962,131.884,2.079,25.47,1.019,11.87,9.044,2129,0.7,7748.00,1.884,"AFP","AFP"
8022489,3,11.1725,140.013,6.439,80.25,1.499,13.92,13.53,108,0.3464,5616.00,1.674,"PC","PC"
8023317,1,16.5794,146.714,7.754,3.807e+04,34.19,3771,4964,83,0.7665,5873.00,1.585,"AFP","AFP"
8023668,1,0.838273,132.052,1.703,19.71,1.487,8.572,8.419,1597,0.5,7191.00,3.241,"UNK","NTP"
8023848,1,459.292,260.263,3.5,1705,4.05,-1,10.67,3,0.1,5410.00,1.002,"NTP","NTP"
8024918,1,0.591714,131.762,2.329,18.6,0.6084,9.138,8.266,2259,0.4518,6465.00,1.375,"AFP","AFP"
8043052,1,2.2446,133.464,1.746,8071,11.2,393.5,457.8,596,0.9587,5256.00,0.802,"AFP","AFP"
8043052,2,2.2446,132.341,1.189,1588,3.192,101.5,80.69,600,0.3107,5256.00,0.802,"AFP","AFP"
8043299,1,0.957339,132.351,7.274,9.146,1.042,7.297,9.333,1411,0.12,7854.00,3.412,"UNK","NTP"
8043299,2,1.43456,131.766,5.152,267.6,6.491,18.27,24.33,236,0.8984,7854.00,3.412,"UNK","NTP"
8058127,1,0.900975,131.841,5.03,206.6,4.026,20.81,14.24,1487,0.003484,7231.00,2.785,"NTP","NTP"
8058127,2,7.19449,138.333,4.927,291.3,4.898,6.632,8.546,97,0.4805,7231.00,2.785,"UNK","NTP"
8058127,3,0.602953,131.603,2.151,158.3,3.532,8.01,8.136,763,0.1134,7231.00,2.785,"UNK","NTP"
8098120,1,1.21693,131.553,4.457,214,2.598,15.19,13.88,1107,0.8911,7171.00,1.541,"AFP","AFP"
8098120,2,1.21779,131.564,3.758,153.4,2.263,7.431,14.88,844,0.9259,7171.00,1.541,"AFP","AFP"
8098212,1,3.48762,134.144,1.801,89.61,0.8857,10.51,9.631,376,0.2278,5382.00,0.947,"PC","PC"
8098300,1,2.15296,132.356,3.5,3.137e+05,51.19,-1,5.243e+04,0,0.1,6495.00,1.026,"UNK","AFP"
8113154,4,2.76186,133.146,10.5,145.9,1.429,-1,11.77,252,0.1,6812.00,1.172,"UNK","NTP"
8113255,1,352.307,377.246,14.15,155.1,1.758,3.212,8.414,3,0.2385,6412.00,1.398,"UNK","NTP"
8114532,1,2.48658,132.715,3.556,38.34,0.811,8.583,8.016,543,0.7007,6303.00,1.224,"AFP","AFP"
8114532,2,4.97264,136.221,1.876,64.52,1.028,8.634,7.957,266,0.5818,6303.00,1.224,"UNK","NTP"
8127448,1,1.33116,132.608,4.864,134.7,1.914,7.47,8.796,1013,0.2984,7447.00,1.613,"UNK","NTP"
8127586,1,16.6096,147.609,3.26,352.1,1.991,14.39,13.84,80,0.3388,6047.00,1.05,"AFP","AFP"
8127607,1,16.6096,147.619,3.131,503.5,1.674,20.26,24.43,80,0.3377,5238.00,0.752,"NTP","AFP"
8127639,1,1.02347,131.7,1.333,464.7,2.402,31.83,65.81,1104,0.9371,5741.00,0.893,"AFP","AFP"
8161816,1,2.20307,133.581,7.304,80.55,0.7843,10.53,9.556,608,0.3328,5778.00,0.871,"AFP","NTP"
8161816,2,4.40679,134.694,9.638,89.84,0.9524,11.15,10.14,308,0.8665,5778.00,0.871,"AFP","NTP"
8161825,1,1.10152,132.536,3.474,6.928,0.2401,8.799,7.794,1218,0.5182,5956.00,0.885,"AFP","NTP"
8161830,1,2.20309,133.612,6.276,25.35,0.5182,13.86,11.2,607,0.9232,5665.00,0.843,"AFP","NTP"
7779411,2,0.934536,131.758,1.99,22.6,0.8284,12.45,9.264,1430,0.3,6609.00,1.714,"AFP","AFP"
7779942,1,19.7947,135.996,4.382,268.9,3.149,27.66,27.61,72,0.08117,6714.00,1.906,"AFP","AFP"
7779942,2,19.7947,132.528,3.562,290.3,3.32,27.77,27.63,67,0.3841,6714.00,1.906,"AFP","AFP"
7779942,3,1.52624,132.317,4.479,55.88,1.478,20.89,19.03,851,0.524,6714.00,1.906,"AFP","AFP"
7820985,2,2.22777,131.676,2.811,26.32,0.7454,8.39,9.013,605,0.07634,6795.00,1.44,"UNK","NTP"
7821010,1,24.2383,136.613,3,4.709e+05,72.97,-1,7.797e+04,0,0.1,6522.00,1.464,"AFP","AFP"
7821010,2,24.2377,155.139,10.5,3.769e+05,33.43,-1,3.218e+04,0,0.1,6522.00,1.464,"AFP","AFP"
7821689,1,19.0633,147.2,26.3,379,2.924,22.81,20.05,37,0.986,5574.00,0.958,"NTP","NTP"
7821926,1,357.852,157.978,11.92,522.8,2.864,4.271,8.748,5,0.2092,6616.00,1.239,"UNK","NTP"
7838906,2,5.61494,135.654,2.615,1036,109.1,141.4,157.7,242,0.06964,4289.00,35.7,"AFP","AFP"
7838906,3,35.4261,161.166,2.882,350.8,63.43,18.27,17.63,33,0.008891,4289.00,35.7,"UNK","AFP"
7838908,1,0.681627,131.829,2.5,180,4.115,-1,11.94,1963,0.1,7814.00,3.029,"AFP","AFP"
7838908,2,0.681632,132.162,2.559,174.9,4.053,10.18,13.2,1962,0.05559,7814.00,3.029,"AFP","AFP"
7839003,1,2.28476,133.002,2.57,92.27,2.01,8.63,8.929,585,0.7,7346.00,1.951,"UNK","NTP"
7869917,1,7.71468,133.558,4.308,219.7,2.299,34.37,32.61,180,0.7003,6915.00,1.448,"PC","PC"
7870032,1,16.8773,138.649,3.814,803.4,2.506,53.4,50.37,79,0.4785,5497.00,0.872,"PC","PC"
7870250,1,0.580691,131.751,1.967,41.34,0.6044,11.19,12.33,2299,0.2921,5989.00,0.933,"AFP","AFP"
7870282,1,0.581469,131.789,2.945,0.1681,0.03418,0.03356,12.18,2296,0.1484,5475.00,0.846,"AFP","NTP"
7899070,1,126.446,166.495,16.73,3344,4.604,75.69,69.48,11,0.1181,5635.00,0.804,"PC","PC"
7899980,1,0.560487,131.805,1.067,0.001844,0.0109,0.000375,11.9,2378,0.6515,8152.00,2.381,"UNK","NTP"
7900137,1,1.86113,133.071,6.167,92.69,0.646,9.996,9.122,616,0.6751,4374.00,0.635,"UNK","NTP"
7900367,1,0.742124,132.152,2.35,38.45,1.221,12.07,11.43,1802,0.7756,7182.00,1.8,"UNK","NTP"
7916872,2,2.29808,132.065,5.249,21.2,1.182,7.955,8.106,583,0.7512,7068.00,2.365,"AFP","AFP"
7917014,1,0.502755,131.597,1.657,79.43,2.828,17.89,13.98,2658,0.3029,7872.00,3.109,"AFP","AFP"
7917014,2,0.502767,131.832,2.1,51.78,2.308,10.98,8.868,2660,0.453,7872.00,3.109,"AFP","AFP"
7951018,1,52.7588,156.307,6.589,5826,8.808,239.3,243.4,26,0.1475,6244.00,1.154,"PC","PC"
7953247,1,514.517,260.265,10.79,111.8,93.5,2.314,8.141,3,0.8978,3881.00,70.12,"NTP","NTP"
7953880,1,0.598743,131.649,1.526,43.64,2.046,11.48,11.57,2233,0.169,7884.00,3.048,"UNK","NTP"
7953880,2,2.99381,133.182,7.698,70.76,2.979,11.52,11.19,451,0.8998,7884.00,3.048,"NTP","NTP"
7975727,2,22.4183,143.017,3.911,564.5,2.097,41.91,39.84,61,0.7452,5324.00,0.813,"AFP","AFP"
7976136,1,0.655072,131.798,1.635,80.7,1.076,12.08,12.62,2041,0.9006,6063.00,1.012,"UNK","AFP"
7976435,1,3.33287,133.441,7.126,27.43,1.291,18.31,16.69,409,0.2842,8435.00,2.416,"UNK","NTP"
7989187,1,2.26614,132.24,7.057,74.88,0.9005,13.8,13.8,596,0.4776,6381.00,1.011,"AFP","AFP"
7989187,2,2.26604,133.001,8.621,58.43,0.7847,12.28,9.416,597,0.3307,6381.00,1.011,"AFP","AFP"
7989348,1,1.06644,132.176,2.85,37.36,1.001,13.1,9.24,1259,0.698,6507.00,1.53,"AFP","AFP"
8024918,2,0.5917,132.082,1.82,12.51,0.5699,8.482,9.008,2261,0.9,6465.00,1.375,"AFP","AFP"
8025357,1,3.75641,133.29,10.9,122.3,1.699,10.24,11.97,362,5.639e-05,7100.00,1.52,"AFP","AFP"
8025357,2,3.75622,134.956,6.005,173.5,3.762,11.24,11.78,358,0.9986,7100.00,1.52,"AFP","AFP"
8043299,3,1.89647,131.817,2.142,54.97,2.556,10.91,21.32,42,0.01598,7854.00,3.412,"UNK","NTP"
8043436,1,0.531465,132.329,2.377,9.265,0.507,1.721,8.79,2513,0.2646,7291.00,1.632,"UNK","NTP"
8043436,2,0.778491,131.766,2.503,154.8,2.076,13.51,10.18,1040,0.2991,7291.00,1.632,"UNK","NTP"
8043436,3,0.947511,132.43,2,229.3,2.51,-1,11.86,682,0.1,7291.00,1.632,"UNK","NTP"
8058135,1,0.901005,131.811,3.551,39.03,1.435,9.5,8.103,1482,0.692,5465.00,2.158,"AFP","AFP"
8058211,1,0.84374,131.622,2.761,148.9,0.7896,8.164,11.06,1588,0.00601,4261.00,0.681,"UNK","NTP"
8058241,1,3.44464,134.338,7.843,20.81,1.057,8.235,7.92,392,0.1067,7214.00,2.293,"UNK","NTP"
8058507,1,3.8148,133.589,6.113,32.14,1.089,10.82,12.55,353,0.9733,6348.00,1.476,"AFP","AFP"
8098515,1,1.2866,132.111,3.532,18.38,0.6687,10.13,9.791,1042,0.495,6846.00,1.507,"UNK","NTP"
8098515,2,2.57247,131.711,4.86,28.1,0.8128,11.99,10.93,523,0.3,6846.00,1.507,"UNK","NTP"
8098728,1,24.4853,137.618,4.846,315.2,4.951,27.15,25.79,55,0.9996,6663.00,1.451,"AFP","AFP"
8114532,3,2.48662,132.298,3.539,42.03,0.7949,9.871,7.869,544,0.01498,6303.00,1.224,"AFP","AFP"
8114921,1,1.0778,132.18,2.835,26.08,0.7896,10.34,9.763,1248,0.6971,6555.00,1.445,"UNK","NTP"
8114921,2,0.718516,131.815,2.619,24.45,0.7186,9.735,8.254,1248,0.008065,6555.00,1.445,"AFP","AFP"
8114921,3,0.718546,132.176,2.45,26.04,0.7429,11.9,9.568,1239,0.1226,6555.00,1.445,"AFP","AFP"
8127648,1,1.02347,131.704,2.38,1.315e+05,56.98,666,1113,607,0.9351,5780.00,1,"AFP","AFP"
8127684,1,0.836841,131.67,1.548,162.9,4.608,9.263,7.963,1596,0.2811,7256.00,3.567,"AFP","AFP"
8127684,2,0.836855,132.005,1.983,170.4,4.714,10.38,8.594,1597,0.3105,7256.00,3.567,"AFP","AFP"
